time,market_capitalization
2012-06-29,47206114899
2013-06-28,49067097971
2014-06-30,143589386032
2015-06-30,198000000000
2016-06-30,274000000000
2017-06-30,372000000000
2018-06-29,486000000000
2019-06-28,478000000000
2020-06-30,563000000000
2021-06-30,857000000000
2022-06-30,378000000000
2023-06-30,637000000000
