time,market_capitalization
2011-06-30,1854208453
2011-06-30,1854208453
2012-06-30,1991698678
2013-06-30,9911123918
2014-06-30,22968512773
2015-06-30,26340519416
2016-06-30,24663024104
2017-06-30,47830000000
2018-06-30,46570000000
2019-06-30,31540000000
2019-06-30,31540000000
2020-06-30,160570000000
2020-06-30,160570000000
2021-06-30,541280000000
2021-06-30,541280000000
2022-06-30,580480000000
2023-06-30,722520000000
