time,market_capitalization
2008-06-30,23846135567
2009-06-30,27774449254
2010-06-30,39007666822
2011-06-30,74662887792
2012-06-30,83001105646
2013-06-30,102548300912
2014-06-30,122614381040
2015-06-30,166381236673
2016-06-30,280129378534
2017-06-30,387327844190
2018-06-30,693894417636
2019-06-30,786284080955
2020-06-30,1174367787295
2021-06-30,1507362696975
2022-06-30,944744113598
2023-06-30,1183684965587
